asset_name,file_name,file_format,file_size_mb,mesh_count,vertex_count,face_count,edge_count,surface_area,bounding_box_volume,vertex_density,polygon_density,bbox_x,bbox_y,bbox_z,is_watertight,is_winding_consistent,euler_number,duplicate_faces,degenerate_faces,material_count,texture_count,total_texture_pixels,total_texture_memory_mb,max_texture_width,max_texture_height,has_normal_map,has_displacement_map,complexity_tier,file_size_bytes,extraction_time_s,extracted_at,render_time_seconds,mesh_objects,rendered_at
EntreDeux_g5MWJosnHwDyTQtnIb0Pm3dGfnD,scene.gltf,gltf,0.0057,4.0,202225.0,328536.0,530022.0,10.802017,2.722399,74281.8986,120678.8371,1.9227,1.5736,0.8998,False,True,-528.0,,0.0,1,0,0,0.0,0,0,False,False,high,5968,0.855,2026-06-14T09:35:54.600072,633.7157,4,2026-06-14T05:50:37.945439
Enviromental_Facility_vDP5IvWks4xkaWkCGrByDL70uHa,scene.gltf,gltf,0.1986,122.0,430939.0,237834.0,571125.0,9981797.556391,122292873.218007,0.0035,0.0019,642.0,501.610107,379.751801,False,False,979.0,,0.0,98,90,10485760,30.0,1024,1024,False,False,high,208225,1.3133,2026-06-14T09:35:55.914800,249.2612,122,2026-06-14T05:55:00.787195
erinnerungsstein.zip_ggaLRtTszXi7pv8WyfhTGTDrn1N,scene.gltf,gltf,0.0128,7.0,279252.0,516977.0,796287.0,2283.946524,27250.532435,10.2476,18.9713,36.962101,20.21846,36.4645,False,True,-1204.0,,0.0,5,8,134217728,384.0,4096,4096,False,False,high,13407,2.1948,2026-06-14T09:35:58.111010,410.6597,7,2026-06-14T06:02:01.122382
Escudo Falcón_8a2532bcad0dc095cc15f151df963df2,scene.gltf,gltf,0.0107,4.0,66697.0,128716.0,195413.0,528.970225,2744.95698,24.298,46.8918,12.64393,28.098529,7.72627,False,True,-115.0,,0.0,4,6,100663296,288.0,4096,4096,False,False,high,11241,1.2657,2026-06-14T09:35:59.378521,179.4864,4,2026-06-14T06:05:08.742622
Extravehicular Mobility Unit_kEQEH5Bz43UF0TufGWAD7UOpGZL,scene.gltf,gltf,0.0786,51.0,190057.0,341042.0,529734.0,27.45153,0.453626,418972.4819,751812.4203,1.09954,0.740579,0.557078,False,True,320.0,,4.0,25,6,2097152,4.0,512,1024,False,False,high,82408,1.0562,2026-06-14T09:36:00.436222,546.1863,51,2026-06-14T06:14:23.674804
EYS Seal_yda6pYguYmCof2MUGQm2PEaF59C,scene.gltf,gltf,0.0029,1.0,53004.0,105888.0,158896.0,39.083283,10.454403,5070.0169,10128.5554,1.99218,2.62386,2.0,False,True,-4.0,,0.0,1,0,0,0.0,0,0,False,False,high,3054,0.3865,2026-06-14T09:36:00.824333,511.0691,1,2026-06-14T06:23:03.775621
facescan_y4IQ7IE3a9GMFxET4OAtf44r8QY,scene.gltf,gltf,0.0056,3.0,181090.0,317342.0,498604.0,110318.873602,4889577.991271,0.037,0.0649,162.846817,173.817528,172.742235,False,True,20.0,,0.0,1,0,0,0.0,0,0,False,False,high,5919,0.9447,2026-06-14T09:36:01.770745,422.6984,3,2026-06-14T06:30:15.190168
falcon50.zip_zl1ZHdqCY5bYbwbWNypasS7VT6N,scene.gltf,gltf,0.0779,48.0,110311.0,120102.0,222159.0,433.683656,0.191628,575652.1135,626745.9287,3.883293,1.181816,0.041755,False,True,80.0,,5.0,31,56,23265280,65.5625,2048,2048,False,False,high,81717,0.6002,2026-06-14T09:36:02.372553,600.3985,48,2026-06-14T06:40:34.235064
Farman IV _ HF 4_uWy0IyaY80w6QiTooIIaadnSMNO,scene.gltf,gltf,0.0232,15.0,128061.0,133614.0,258381.0,277.464992,0.161148,794680.8475,829139.9158,0.149644,1.048864,1.026705,False,False,794.0,,1.0,3,6,2752512,7.875,1024,1024,False,False,high,24321,0.2916,2026-06-14T09:36:02.665220,790.9755,15,2026-06-14T06:54:02.832487
Focke Wulf F19 Ente_6tLiPX2pCLf1syvVEig7Zm6f4yl,scene.gltf,gltf,0.0245,14.0,131888.0,157700.0,286797.0,177.950765,1.145177,115168.206,137707.9498,0.926654,1.137102,1.086815,False,True,942.0,,12.0,12,20,3407872,9.75,512,512,False,False,high,25727,0.3431,2026-06-14T09:36:03.009409,724.762,14,2026-06-14T07:06:21.831326
FREE Smenaflex 8M_zdYQzx9xxVoNb8OJbR8iQf6GOK6,scene.gltf,gltf,0.0452,27.0,140361.0,215368.0,353315.0,787.315209,4.448331,31553.6309,48415.46,1.86172,4.3902,0.54425,False,True,636.0,,0.0,7,6,3145728,9.0,1024,1024,True,False,high,47382,0.5561,2026-06-14T09:36:03.566661,272.1874,27,2026-06-14T07:11:07.301824
Freighter_qFTYL66fWpbU8qxqd6Y66kCkDNI,scene.gltf,gltf,0.0486,19.0,112745.0,164304.0,273019.0,757.856659,376.897384,299.1398,435.9383,5.46,16.71728,4.12919,False,True,1262.0,,0.0,2,4,16777216,48.0,2048,2048,True,False,high,50922,0.7928,2026-06-14T09:36:04.360647,1091.3014,19,2026-06-14T07:29:34.170482
full house_loHFVai1rgcOuZejDWQTjmQsBLD,scene.gltf,gltf,1.8941,,,,,,,,,,,,,,,,,69,52,2359296,6.75,512,512,False,False,unknown,1986156,0.9415,2026-06-14T09:36:05.303183,382.1787,1568,2026-06-14T07:37:28.289998
Future Car_hliAt7xc6YU2XjXh5G4lzmQwFmR,scene.gltf,gltf,0.0194,6.0,82014.0,130636.0,211924.0,193942.766513,39.186681,2092.905,3333.6837,6.95803,2.67818,2.10287,False,True,628.0,,0.0,4,12,144703488,286.0,4096,4096,True,False,high,20305,1.9464,2026-06-14T09:36:07.250592,1505.828,6,2026-06-14T08:02:55.184338
galaxy simulation_oerG39xn3WghRv0LpeTIu7n1z0i,scene.gltf,gltf,0.0396,35.0,313458.0,268198.0,525555.0,0.020948,5.5e-05,5702722344.3981,4879309914.9579,0.039989,0.03459,0.039738,False,True,-55.0,,1430.0,1,0,0,0.0,0,0,False,False,high,41501,0.6276,2026-06-14T09:36:07.878971,959.4858,35,2026-06-14T08:19:20.700693
Gauss Rifle_lFfvmgTMfI7a2FUygqQMAFmbGPg,scene.gltf,gltf,0.021,6.0,98359.0,148136.0,243036.0,4.076152,0.242333,405883.821,611291.3482,0.13433,2.6537,0.67981,False,True,3228.0,,0.0,3,12,18087936,51.5,2048,2048,True,False,high,21999,0.6159,2026-06-14T09:36:08.495709,534.1913,6,2026-06-14T08:28:30.031121
